class,text
Pos-coffee,2 ICO PACT UNLIKELY BY AUTUMN - ITALIAN ADVISER     TRIESTE  Italy  March 3 - The prospects of the International Coffee Organization ICO reaching an agreement on coffee export quotas before September appear dim  Alberto Hesse  former president of the European Coffee Federation  said     There is no real goodwill in certain delegations to go to quotas  Hesse  who advises the Italian Foreign Affairs Ministry on coffee issues  told Reuters He declined to name the delegations     A special meeting between importing and exporting countries ended in a deadlock late yesterday after eight days of talks over how to set quotas     The ICO executive board will meet from March 30 to April 1 but the full council is not due to meet again until September I am not optimistic about an agreement soon  Hesse said  Reuter 3
Neg-,2 UK EXPORTS BODY GETS NEW EXECUTIVE DIRECTOR     London  March 3 - Export Credits Guarantee Department has named Malcolm Stephens  director of export finance at Barclays Bank Plc and a former career civil servant at ECGD for 17 years  to the post of executive director  a department spokesman said     Stephens replaces Jack Gill  who is retiring early aged 57     A drop in the ECGDs business volume and a rise in its debt to the Exchequer have led to criticism in Parliament in recent years     Stephens said the fall in business volume was a top convern  adding that the department may have to compete more aggressively with private insurance firms providing similar services     The departments annual report for the year ended March 31  1986  showed exports insured by the department fell to 157 billion stg from 174 billion the year before  while its debt to the Exchequer almost doubled to 756 mln stg     Stephens said he had no specific list of changes But among his chief concerns was the weakened condition of lesser developed countries and their ability to pay for their imports     The agency will have to review its policies on insuring export credits to lesser credits on a country by country basis  he said Large lump political risk insurance is the sort of thing we want to take a look at     You have to try to look forward to see if you are simply in a peak and trough situation or it is a more long term thing  Stephens said  in response to a qustion about whether ECGD will strike more countries from its list of political risk insurance recipients     He noted that certain countries have already been removed from the list  REUTER 3
Pos-acq,2 TENDER LOVING ltTLCI  STAFF ltSTAF EXTEND PACT     LAKE SUCCESS  NY March 3 - Tender Loving Care Health Care Services Inc said it and Staff Buildiers Inc have extended the term of their merger agreement until May 31     Tender Loving Care also said ltNorrell Corp agreed not to acquire any additional Staff Builders shares until September 30  adding Norrell was paid 750 000 dlrs for the standstill arrangement      Tender Loving Care said it agreed to buy the 610 000 Staff Builders common held by Norrell  about 191 pct of those outstanding  for 6 950 000 dlrs immediately prior to the consummation of the merger     Tender Loving Care said the extended merger agreement continues to provide for the exchange of 16 of its shares for each Staff Builders share outstanding     As announced February 26  the Staff Builders shareholders meeting to vote on the merger  originally convened and adjourned December 23  will be reconvened on April 22     Tender Loving Care said its payment to Norrell will include 1 950 000 dlrs in cash and five mln dlrs of a new series of eight pct Tender Loving Care convertible preferred     Tender Loving Care said it and Staff Builders have filed a revised registration and proxy statement with the Securities and Exchange Commission Upon clearance of the revised proxy statement by the commission and its distribution to Staff Builders shareholders  that companys management will continue to solicit proxies for approval of the merger     Tender Loving Care said it will have the power to vote about 158 pct of Staff Builders shares at the adjourned meeting with a spokesman explaining that this represents the proxies held by Norrell  which started buying the stock after the record date for the meeting     In addition  Staff Builders officers and directors own about 138 pct of its stock and have agreed to vote in favor of the merger     Accordingly  the vote of an additional 371 pct of the outstanding shares will be required to approve the merger  Tender Loving Care said  Reuter 3
Pos-acq,2 VARIAN ltVAR IN TALKS WITH PHILIPS ELECTRONICS     PALO ALTO  Calif  March 3 - Varian Associates Inc said it is holding discussions with Philips Electronics regarding the purchase of Philips broadcast transmission unit in the United Kingdom  Pye TVT Limited     Pye TVT designs and manufactures broadcast transmission equimpment  specializing in television frequencies  Reuter 3
Neg-,2 WORLD BANK TEAM ARRIVES IN UGANDA     KAMPALA  March 3 - A World Bank team led by senior economist Katrine Saito arrived in Uganda for talks on an economic recovery program projected to cost one billion dlrs over three years     The four-member mission is expected to stay two to three weeks An International Monetary Fund IMF team is due here over the same period  a World Bank offical said    Finance Minister Chrispus Kiyonga said last month that most of the one billion dlrs would go towards rehabilitating industries  repairing and maintaining roads and buying tractors and other agricultural needs     He did not say where the money would come from Diplomats expect the government to ask the World Bank and other foreign donors to provide most of the foreign exchange portion  Reuter 3
Pos-acq,2 ltMAGELLAN CORP SETS MERGER WITH BALZAC     DENVER  March 3 - Magellan Corp said it has entered into a letter of intent to acquire Balzac Investments Inc in a transaction that will result in former Balzac shareholders owning about 83 pct of the combined company     The company said on completion of the merger  the combined company wopuld be known as Power-Cell Inc and be engaged in the development of Balzac technology related to its Quick Charge product for charging auto batteries     The transaction is subject to approval by shareholders of both companies  Reuter 3
Pos-earn,2 BRISTOL-MYERS CO ltBMY SETS QUARTERLY     NEW YORK  March 3 -     Qtly div 70 cts vs 70 cts prior     Pay May One     Record April Three  Reuter 3
Pos-acq,2 INTERNATIONAL TECHNOLOGY ltITX MAKES ACQUISITION     TORRANCE  Calif  March 3 - International Technology Corp said it has purchased ltWestern Emergency Services Inc in a pooling-of-interests transaction     International Technology  a hazardous materials management company  said it purchased Western Emergency  an environmental services firm  to offer a broader range of environmental services to the Gulf Coast area  Reuter 3
Pos-coffee,2 PERU COFFEE CROP UNAFFECTED BY RAINS     LIMA  March 3 - Recent heavy rains have not affected the Peru coffee crop and producers are looking forward to a record harvest  the president of one of Perus four coffee cooperative groups said     Justo Marin Ludena  president of the Cafe Peru group of cooperatives which accounts for about 20 pct of Perus exports  told Reuters a harvest of up to 1 800 000 quintales 46 kilos was expected this year He said Peru exported 1 616 101 quintales in the year to September 1986     A spokesman for the Villa Rica cooperative said flood waters last month had not reached coffee plantations  and the crop was unaffected     Floods in early February caused extensive damage in Villa Rica  whose coffee cooperative exported 59 960 quintales last year  according to the state-controlled coffee organisation     Marin said the rains would only affect the coffee crop if they continued through to next month  when harvesting starts     He said Peruvian producers were hoping for an increase this year in the 13 pct export quota  about 913 000 quintales  assigned to them by the International Coffee Organisation  ICO     He said Peru exported 1 381 009 quintales to ICO members last year with a value of around 230 mln dlrs  and another 235 092 quintales  valued at around 35 mln dlrs  to non-ICO members  Reuter 3
Pos-earn,2 GE ltGE PROFIT OUTLOOK AIDED BY ENGINE ORDER     By Cal Mankowski  Reuters     NEW YORK  March 3 - One of General Electric Cos biggest businesses  aircraft engines  will ride a wave of increasing profits into 1991 because of a new contract worth 650 mln dlrs  Wall Street analysts said     Previously  it was expected the business would peak and decline at some point in the next five years The improved outlook results from AMR Corps ltAMR decision to order 40 new planes powered by CF6-80C2 GE engines     Creative financial footwork helped GE get the order  said Nicholas Heymann  analyst at Drexel Burnham Lambert Inc     AMR declined to go into detail on financing arrangements for its order of 15 Boeing Co ltBA and 25 ltAirbus Industrie twinjet long distance aircraft     But AMR said it was using rent-a-plane leases that allow it to operate the aircraft without adding to its debt structure AMR also has the right to decline delivery of the planes or return them on short notice The arrangement protects AMR in the case of an unexpected development such as a severe downturn in the economy     From GEs point of view the package looks like a good deal for several reasons  Heymann said     GE will be able to record revenue as a sale at the time of delivery  Heymann noted     And if for some reason AMR decides not to take the planes GEs financial arm  General Electric Financial Services Inc  would have little trouble rounding up another airline that wanted the fuel efficient planes On the whole  the deal appears to pose little risk for GE  Heymann said     GEs stock declined 14 to 103-12 on 625 000 shares by midafternoon HP Smith  analyst at Smith Barney  Harris Upham and Co said for a 40 billion dlr revenue company no one order will have much of an effect on the stock     Russell Leavitt  analyst at Salomon Brothers Inc  said the order will help to maintain a good level of production and profitability in the aircraft engine business for GE     Heymann sees operating profits from GEs jet engine business rising from 870 mln dlrs last year to 13 billion dlrs by 1991     Revenue from jet engines was close to six billion dlrs last year  with well over half of the business in the military sector  according to analysts estimates     The rosy outlook for GEs jet engine business coincides with an upbeat performance in other segments     Heymann expects GE to earn 139 dlrs per share in the first quarter of 1987 Saying many will be suprised by the results  he believes GE has shown through its acquisition of RCA Corp that it has a unique ability to buy a major business and reshape it  pruning some parts and recombining parts with other elements of its 14 business areas     Smith sees GE earning 135 dlrs per share in the current quarter He credits good results at RCA  in turn aided by the NBC broadcasting operation  and lower interest rates     Leavitt sees 140 dlrs for the current quarter  in part crediting significant benefits from the RCA acquisition  Reuter 3
Neg-,2 MOBIL CORP FILES FOR OFFER OF ONE BILLION DLRS OF DEBT SECURITIES Blah blah blah 3  
Neg-,2 TREASURYS MULFORD SEES BRAZIL LENDING PROGRESS     WASHINGTON  March 3 - Assistant Treasury Secretary David Mulford said rapid progress was being made in talks with commercial banks for loans to Argentina  the Philippines and Brazil     This should result in substantial new lending for the major debtors in 1987  he said in prepared testimony for the Subcommittee on International Development Institutions of the US House of Representatives     Until recently  commercial banks were slow to conclude new financing packages pending completion of a Mexican package  Mulford said     We are concerned about the backlog of other financial packages and would like to see these move ahead soon  he said  There is some evidence that this is already happening     Chile signed an agreement with banks last week  and there was also an agreement with Venezuela on rescheduling principal payments on previously renegotiated debt     We look for rapid progress in commercial bank discussions with Argentina  the Philippines  and ultimately Brazil  he said  Reuter 3
Neg-,2 ALCAN  BERTONE MAKE ALUMINUM STRUCTURE CAR     MONTREAL  March 3 - Alcan Aluminium Ltd said it joined with Carrozzeria Bertone SPA to exhibit Alcans technology in aluminum structured vehicles at Genevas international auto salon     Alcan said it and Bertone have built several Bertone X19 sports cars with structures of adhesively bonded sheet aluminum It said the bodies were made on presses used for Bertones steel-structured sports cars     Alcan said two of the cars are currently being tested in Britain by the Motor Industry Research Association      Alcan said it has developed and tested the aluminum structure technology so that it is suitable for modern auto making methods and plants     Alcan said the technology  which reduces the weight of a cars basic structure by up to 50 pct  can improve handling and performance and reduce fuel consumption for any size car It said the structures also provide long life without the need for rust protection     The structure provides the same stiffness and safety as present materials  while continuously bonded seams allow a 65 pct reduction in spot welds  Alcan said  Reuter 3
Neg-,2 MOODYS DOWNGRADES LORAL ltLOR DEBT     NEW YORK  March 3 - Moodys Investors Service Inc said it downgraded to Baa-2 from A-3 the rating on Loral Corps 7-14 pct convertible subordinated debentures of 2010 and on 10-34 pct subordinated sinking fund debentures due 1997     Moodys said it took the action  which affects approximately 117 mln dlrs of debt  after examining Lorals acquisition of Goodyear Aerospace Corp     It said the downgrade reflects the substantial increase in the companys debt in order to finance the acquisition and the risks of assimilating such a relatively large acquisition  Reuter 3
Neg-,2 TREASURYS MULFORD BACKS DEBT CONVERSIONS     WASHINGTON  March 3 - Assistant Treasury Secretary David Mulford said he prefers debt conversion plans to help heavily indebted countries over quick-fix political plans to help ease their debt burden     In my view  debt conversions or swaps into either equity or local debt claims provide a preferable route to debt relief for the debtor nations  particularly if combined with measures to encourage new equity investment and the repatriation of flight capital  he told the House Subcommittee on International Development Institutions     Mulford criticized what he called large-scale solutions to the debt problems effecting many developing countries  ranging from debt forgiveness to creating new multilateral institutions for lending     While such approaches may have some political appeal  they are impractical and ultimately counterproductive  he said     He said debt conversions  or swaps  are more effective because they eliminate the interest service on converted debt  create new jobs and open up investment opportunities that can help indebted countries overcome their own problems  Reuter 3
Neg-,2 USDA REPORTS CORN SOLD SOLD TO UNKNOWN     WASHINGTON  March 3 - The US Agriculture Department said private US exporters reported sales of 104 000 tonnes of corn to unknown destinations for shipment in the 198687 marketing year     The marketing year for corn began September 1  it said  Reuter 3
Pos-earn,2 PREMIER INDUSTRIAL CORP ltPRE REGULAR DIVIDEND     CLEVELAND  March 3 -     Qtly div 11 cts vs 11 cts in prior qtr     Payable April 10     Record March 23  Reuter 3
Pos-earn,2 MARGAUX CONTROLS INC ltMARGX 3RD QTR LOSS     FREMONT  Calif  March 3 -     Shr loss 160 dlrs vs loss 45 cts     Net loss 9 883 000 vs loss 2 744 000     Revs 1 309 000 vs 3 289 000     Nine mths     Shr loss 229 dlrs vs loss 98 cts     Net loss 141 mln vs loss 6 008 000     Revs 4 577 000 vs 119 mln     NOTE Current periods include loss of 75 mln dlrs from discontinued operations  Reuter 3
Pos-earn,2 MARGAUX CONTROLS INC ltMARGX 3RD QTR DEC 28 LOSS     FREMONT  Calif  March 3 -     Shr loss 160 dlrs vs loss 45 cts     Net loss 9 883 000 vs loss 2 744 000     Revs 1 309 000 vs 3 289 000     Nine mths     Shr loss 229 dlrs vs loss 98 cts     Net loss 141 mln vs loss 6 008 000     Revs 4 577 000 vs 119 mln     Note 1986 net losses inlcude 7 507 000-dlr charge from discontinued operations of building management system sold to Cetek System Inc on Jan 30  1987  Reuter 3
Pos-earn,2 ltTIVERTON PETROLEUMS LTD NINE MTHS DEC 31 NET     CALGARY  Alberta  March 3 -     Shr six cts vs five cts     Net 459 131 vs 289 433     Revs 1 808 832 vs 1 680 240  Reuter 3
Neg-,2 SOVIET GRAINS SEEN ENTERING SPRING ON SHAKY NOTE     by Maggie McNeil  Reuters     WASHINGTON  March 3 - Soviet winter grains could be off to a faulty start this spring after enduring an usually dry fall and cold winter  weather and crop analysts said     Prospects for another near-record grain harvest in the Soviet Union appear dim at this point  but it is premature to forecast any major crop problems  analysts said     But the situation bears careful watching over the next six weeks and will ultimately impact the Soviet grain supply and future buying plans  analysts of the Soviet Union said     From a weather standpoint  you can say with certainty that the Soviets are not getting off to a good start and will have a lower crop than last year  Gail Martell  chief meteorologist for EF Hutton said     The next six weeks in the USSRs grain growing areas will be the crucial period that will determine the final outcome of the winter crops  Martell and other analysts said     Where the crop is really made or broken is still ahead of us  an Agriculture Department authority on the USSR said     The Soviet Union recently reported that nine mln hectares of winter grain will have to be reseeded due to winterkill This would be equal to about 25 pct of the total winter crop and would be the second highest winterkill in ten years  the USDA analyst said     With a timely spring  Soviet farmers would probably be able to reseed the damaged acreage with spring crops  but analysts noted that spring crops normally yield lower than winter crops -- sometimes as much as 30-35 pct lower     Normally winterkill is caused by inadequate snowcover combined with cold temperatures This winter  however  snowcover in Soviet grain areas has generally been excellent  so the bulk of winterkill  analysts speculate  likely has been due to a very dry fall and subsequent poor crop germination     Fall dryness may be a problem Theres a good correlation between mediocre crops and fall dryness  Martell said     Precipitation last fall was as little as 25 pct of normal in southern and northern Ukraine  and below normal over the entire winter crop area  she said     Recent cold temperatures in grain areas in which the snowcover has been gradually melting could also have caused  problems of ice-crusting and winterkill  Jim Candor  senior forecaster for Accu Weather  said     Livestock feed needs have probably increased because of the fall and winter  analysts said The dry fall damaged pastures  the cold winter raised feed demands and a late spring would require longer off-pasture feeding  they said     The Soviets are not in a desperate situation  they dont have to buy grains now  a USDA official said     But if the Soviets are worried about their winter crops and if they feel that last years huge crop of 210 mln tonnes was a one-time fluke brought on by perfect conditions  more Soviet buying might occur to insure crop supplies  he said     Bad weather during the next six weeks could push the Soviets back into the market  weather analysts said     A lot of winterkill could occur during the next month and a half  Martell said  Reuter 3
Pos-acq,2 HANSON TRUST ltHAN COMPLETES KAISER PURCHASE     NEW YORK  March 3 - Hanson Trust PLC said Kaiser Cement shareholders today approved the previously announced merger agreement making Kaiser Cement an indirect wholly owned unit of Hanson Trust     Hanson said that promptly following the filing of the certificate of merger Kaiser Cement common shares will be delisted from the New York Stock Exchange     Hanson also said  in accordance with the merger agreement Kasier Cement also has redeemed all outstanding shares of its 1375 dlr convertible preferance stocks and its outstanding 9 pct convertible debentures due 2005     The acquisitions total purchase price including cost of financing the above-mentioned redemptions will be about 250 mln dlrs  Hanson said  Reuter 3
Neg-,2 TREASURY BALANCES AT FED ROSE ON FEB 27     WASHINGTON  March 3 - Treasury balances at the Federal Reserve rose on Feb 27 to 3482 billion dlrs from 1538 billion dlrs the previous business day  the Treasury said in its latest budget statement     Balances in tax and loan note accounts fell to 21334 billion dlrs from 25164 billion dlrs on the same respective days     The Treasurys operating cash balance totaled 24816 billion dlrs on Feb 27 compared with 26702 billion dlrs on Feb 26  Reuter 3
Pos-coffee,2 COFFEE MAY FALL MORE BEFORE NEW QUOTA TALKS     By Douglas Learmond  Reuters     LONDON  March 3 - Coffee prices may have to fall even lower to bring exporting and importing countries once more round the negotiating table to discuss export quotas  ICO delegates and traders said     The failure last night of International Coffee Organization  ICO  producing and consuming countries to agree export quotas brought a sharp fall on international coffee futures markets today with the London May price reaching a 4-12 year low at one stage of 1 270 stg per tonne before ending the day at 1 314 stg  down 184 stg from the previous close     The New York May price was down 1559 at 10800 cents a lb     Pressure will now build up on producers returning from the ICO talks to sell coffee which had been held back in the hope the negotiations would establish quotas which would put a floor under prices  some senior traders said     The ICO 15 day average price stood at 11466 cents a lb for March 2 This compares with a target range of 120 to 140 cents a lb under the system operating before quotas were suspended in February last year following a sharp rise in international prices caused by drought damage to the Brazilian crop     In a Reuter interview  Brazilian Coffee Institute  IBC  President Jorio Dauster urged producers not to panic and said they need to make hard commercial decisions If we have failed at the ICO  at least we have tried  Dauster said  adding now it is time to go and sell coffee     But Brazil is keeping its marketing options open It plans to make an official estimate of the forthcoming crop next month  Dauster said It is too difficult to forecast now Trade sources have put the crop at over 26 mln bags compared with a previous crop of 112 mln Brazil is defining details of public selling tenders for coffee bought on Londons futures market last year     A basic condition will be that it does not go back to the market in one go but is sold over a minimum of six months     The breakdown of the ICO negotiations reflected a split between producers and consumers on how to set the yardstick for future quotas Consumers said objective criteria like average exports and stocks should determine producer quota shares  Dauster said     All elements of this proposal were open to negotiation but consumers insisted they did not want a return to the ad hoc way of settling export quotas by virtual horse trading amongst producers whilst consumers waited in the corridors of the ICO     Dauster said stocks and exports to ICO members and non-members all need to be considered when setting quotas and that Brazil would like to apply the coffee pact with a set ratio of overall quota reflecting stock holdings     It is a simplistic misconception that Brazil can dictate policy to other producers While consumer countries are welcome to participate they cannot dictate quotas which are very difficult to allocate as different objective criteria achieve different share-outs of quota  Dauster said     Other delegates said there was more open talking at the ICO and at least differences were not hidden by a bad compromise     Consumer delegates said they had not been prepared to accept the producers offer to abandon quotas if it proves impossible to find an acceptable basis for them     We want the basis of quotas to reflect availability and to encourage stock holding as an alternative to a buffer stock if supplies are needed at a later stage  one delegate said     Some consumers claimed producer support for the consumer argument was gaining momentum towards the end of the ICO session but said it is uncertain whether this will now collapse and how much producers will sink their differences should prices fall further and remain depressed     The ICO executive board meets here March 30 to April 1 but both producer and consumer delegates said they doubt if real negotiations will begin then The board is due to meet in Indonesia in June with a full council scheduled for September     More cynical traders said the pressure of market forces and politics in debt heavy Latin American producer countries could bring ICO members back around the negotiating table sooner than many imagine In that case quotas could come into force during the summer But most delegates and traders said quotas before October are unlikely  while Brazils Dauster noted the ICO has continued although there were no quotas from 1972 to 1980     A clear difference between the pressures already being felt by importers and exporters was that consumers would have been happy to agree on a formula for future quotas even if it could not be imposed now At least in that way they said they could show a direct relationship between quotas and availability     In contrast producers wanted stop-gap quotas to plug the seemingly bottomless market and were prepared to allow these to lapse should lasting agreement not be found     Producers were offering us jam tomorrow but after their failure to discuss them last year promises were insufficient and we wanted a cast iron commitment now  one consumer said  Reuter 3
Pos-earn,2 TELXON CORP ltTLXN SEES HIGHER REVENUES     AKRON  Ohio  March 3 - Telxon Corp reported it expects revenues for the quarter ending March 31 to be between 26 to 28 mln dlrs     The company said earnings per share for the period should be between 23 cts to 26 cts     The company is making an announcement at this time in response to analysts fourth quarter revenues and earnings per share estimates of 29 mln to 32 mln and 24 cts to 30 cts  respecivtely  said Raymond Meyo  president and chief executive officer     Telxon recorded revenues of 242 mln dlrs for the quarter last year  and earnings per share of 22 cts  adjusted for a three-for-two stock split in May 1986  Reuter 3
Pos-earn,2 HARPER INTERNATIONAL INC ltHNT 3RD QTR JAN 31     SAN ANTONIO  Texas  March 3 -     Shr 12 cts vs 19 cts     Net 369 000 vs 358 000     Revs 7 076 000 vs 6 712 000     Avg shrs 3 050 000 vs 1 850 000     Nine mths     Shr 53 cts vs 63 cts     Net 1 523 000 vs 1 158 000     Revs 226 mln vs 207 mln     Avg shrs 2 852 198 vs 1 850 000  Reuter 3
Pos-earn,2 ltMDS HEALTH GROUP LIMITED IN QTLY PAYOUT     TORONTO  March 3 -      Qtly div six cts vs six cts prior     Pay April one     Record March 23  Reuter 3
Neg-,2 API SAYS DISTILLATE STOCKS OFF 44 MLN BBLS  GASOLINE OFF 30 000  CRUDE UP 700 000 Blah blah blah 3  
Pos-earn,2 TELXON ltTXLN SEES SLIGHTLY HIGHER 4TH QTR NET     AKRON  OHIO  March 3 - Telxon Corp said it expects per-share earnings for its fourth quarter ending March 31 to be about 23 cts to 26 cts on revenues of 26 mln dlrs to 28 mln dlrs     For the year-ago quarter  the company earned 22 cts a share  adjusted for a three-for-two stock split  on revenues of 242 mln dlrs     The company said it made the earnings estimate in response to analysts forecasts  which it said called for per-share earnings of 24 cts to 30 cts and revenues of 29 mln dlrs to 32 mln dlrs  Reuter 3
Pos-earn,2 CETEC CORP ltCEC QUARTERLY DIVIDEND     KAHULUI  Hawaii  March 3 -     Qtly div five cts vs five cts     Pay May 22     Record May 8  Reuter 3
Pos-earn,2 MAUI LAND AND PINAPPLE CO INC QUARTERLY DIVIDEND     KAHULUI  Hawaii  March 3 -     Qtly div 12-12 cts vs 12-12 cts     Pay March 31     Record Feb 27  Reuter 3
Neg-,2 US TREASURY OFFICIAL SEES LATIN DEBT PROGRESS     WASHINGTON  March 3 - Assistant US Treasury Secretary David Mulford said rapid progress was being made in talks with commercial banks for loans to Argentina  the Philippines and Brazil     This should result in substantial new lending for the major debtors in 1987  he said in prepared testimony for the Subcommittee on International Development Institutions of the US House of Representatives     Until recently  commercial banks were slow to conclude new financing packages pending completion of a Mexican package  Mulford said  Reuter 3
Pos-earn,2 ltTRIMAC LTD YEAR NET     CALGARY  Alberta  March 3 -     Shr nine cts vs six cts     Net 3 500 000 vs 2 500 000     Revs 2940 mln vs 3515 mln     Note 1986 year includes tax gain of 1 700 000 dlrs  Reuter 3
Pos-earn,2 EMPI INC ltEMPI 4TH QTR LOSS     MINNEAPOLIS  March 3 -     Shr loss 25 cts vs profit 11 cts     Net loss 446 005 vs profit 185 325     Sales 24 mln vs 25 mln     12 mths     Shr loss 16 cts vs profit 41 cts     Net loss 282 305 vs profit 709 787     Sales 101 mln vs nine mln  Reuter 3
Neg-,2 SP MAY DOWNGRADE MEPC PLCS EUROBONDS     NEW YORK  March 3 - Standard and Poors said it is reviewing ltMEPC Plcs two A-rated eurobond issues totalling 125 mln stg for a possible downgrade     The review follows the agreement by the British-based real-estate firm to acquire a controlling interest in Oldham Estate Plc and its offer to buy the remaining equity     The maximum cost of the acquisition would be 6209 mln stg The purchase owuld be financed largely by equity  but uncertainties exist as to the amount of debt to be assumed by MEPC and the quality of the properties in Oldhams portfolio  S and P said  Reuter 3
Neg-,2 FCOJ SUPPLIES SIGNIFICANTLY ABOVE YEAR AGO-USDA     WASHINGTON  March 3 - Total supply of frozen concentrated orange juice FCOJ in 198687 is expected to be significantly above year-earlier levels  even with carry-in stocks well below the previous season  the US Agriculture Department said     In a summary of its Fruit Situation Report  the Department said Floridas imports of FCOJ  mostly from Brazil  have shown sharp gains to date     The Department noted the price of FCOJ will probably be affected by the final decision  scheduled for April 22  on whether the US considers Brazilian FCOJ exports to the US have caused injury     Continuing strong demand for fresh and processing fruit coupled with seasonal declines in supplies mean that grower prices will remain higher this spring than a year earlier     The department said stocks of fresh apples in cold storage at the beginning of February were moderately larger than a year earlier  but strong demand has kept apple prices firm     In view of the strong demand and seasonally reduced supplies  apple prices are projected to stay firm     During the remainder of 198687  supplies of most processed noncitrus fruit will be smaller than a year ago  it said     Movement of canned fruit has improved  and remaining suppies for some canned fruit items are tight and as a consequence prices have strengthened  the department said  Reuter 3
Pos-earn,2 ltUNITED FIRE AND CASUALTY 4TH QTR NET     CEDAR RAPIDS  Iowa  March 3 -     Shr profit 31 cts vs loss 20 cts     Net profit 1 044 424 vs loss 515 425     Avg shrs 3 406 841 vs 2 544 531     Year     Shr profit 283 dlrs vs profit 42 cts     Net profit 8 811 142 vs profit 1 058 503     Avg shrs 3 111 464 vs 2 544 531     Note Full company name is United Fire and Casualty Co     Net includes realized gains of 93 551 dlrs and 764 177 dlrs  respectively  in 1986 qtr and year  and of 92 075 dlrs and 972 935 dlrs  respectively  in 1985 qtr and year     1985 results restated for three-for-two stock split Net income for 1985 has been restated due to a change in the method used in computing deferred acquisition costs     1986 results include the effect of a stock offering resulting in the issuance of an additional 862 500 shares of common stock  Reuter 3
Neg-,2 USDA PROPOSES NAME CHANGES IN BEEF GRADE     WASHINGTON  March 3 - The US Agriculture Department proposes to rename the USDA Good grade of beef to USDA Select     The department said the proposed change is in response to a petition from Public Voice for Food and Health Policy and would present a more positive image of this grade of beef and help calorie-conscious consumers select leaner cuts of meat     Under current rules  the good grade of meat has less marbling and fat than the prime or choice grades  it said     Standards for all of the grades would remain unchanged under the proposal  Reuter 3
Pos-earn,2 LAWSON PRODUCTS INC ltLAWS RAISES QTLY PAYOUT     CHICAGO  March 3 -     Qtly div seven cts vs six cts prior     Pay April 17     Record April three  Reuter 3
Pos-earn,2 FLORIDA COMMERCIAL BANKS INC ltFLBK QTLY DIV     MIAMI  Fla  March 3 -     Qtly div 14 cts vs 14 cts prior     Payable March 31     Record March 16  Reuter 3
Neg-,2 JAPAN CUTTING CHINA CORN COMMITMENTS - USDA     WASHINGTON  March 3 - Japanese traders have apparently sharply reduced commitments to buy Chinese corn over the next six months due to high prices  the US Agriculture Department said     In its World Production and Trade Report  the department said traders indicated China may lack supplies or be unwilling to sell at current low world prices     If the reports are confirmed  Chinas major export destinations such as USSR  Japan  and South Korea  could increase purchases of US corn  it said     China is currently forecast to export 55 mln tonnes of corn during 198687 Oct-Sept  it said  Reuter 3
Neg-,2 MARK RESOURCES TO SELL SECURITIES     CALGARY  ALBERTA  March 3 - ltMark Resources Inc said it agreed to sell 503 mln dlrs of securities to Canadian investment dealers Nesbitt Thomson Deacon Inc  Gordon Capital Corp and First Marathon Securities Ltd     Mark said the securities would consist of 23 mln series A special warrants at 11 dlrs each  with each exchangeable for one common share  and 25 000 series B special warrants at 1 000 dlrs each and each exchangeable for one 1 000 dlr seven pct convertible subordinated debenture     Closing is expected March 17  it said  Reuter 3
Neg-,2 TAIWAN BUYS 25 000 TONNES US SOYBEANS     CHICAGO  March 3 - Taiwan bought 25 000 tonnes US soybeans today at 20340 dlrs a tonne  C and F  Gulf  for May 15-30 shipment  private export sources said  Reuter 3
Neg-,2 PORK CHECKOFF REFUNDS LESS THAN EXPECTED     Chicago  March 3 - The National Pork Board announced at the American Pork Congress convention in Indianapolis that refunds under the legislative checkoff program are running less than expected     The Board oversees collection and distribution of funds from the checkoff program that was mandated by the 1985 farm bill Virgil Rosendale  a pork producer from Illinois and chairman of the National Pork Board  said over 22 mln dlrs was collected in January and refunds are running almost nine pct  considerably less than expected     We believe that this indicates good producer support for the new checkoff Were getting good compliance from markets  from packers and from dealers  Rosendale said  Reuter 3
Neg-,2 BORDEN INC ltBN TO REDEEM 8-12 PCT DEBENTURES     NEW YORK  March 3 - Borden Inc called for redemption on March 23 of all its outstanding 8-12 pct sinking fund debentures  due 2004     The company said the redemption price is at 10455 pct of face value plus 4061 dlrs accrued interest from October 1  1986 to the redemption date  making for a total of 1 08611 dlrs for each 1 000 dlrs face value     The trustee is Bank of America National Trust and Savings Association in San Francisco and the paying agent is Bankers Trust Co  New York  Reuter 3
Neg-,2 US CONGRESS TO LOOK AT SOIL PROGRAM EXEMPTIONS      WASHINGTON  March 3 - The Senate Agriculture Committee is expected to take up a bill tomorrow that would exempt from government conservation regulations those farmers who have rotated alfalfa and other multiyear grasses and legumes with row crops  committee staff said     Under current so-called sodbuster law  farmers who planted alfalfa and other multiyear grasses and legumes on highly erodible land in the years 1981 through 1985 lose federal farm program benefits if they produce a row crop on that land in later years     Sen Edward Zorinsky D-Neb  sponsor of the measure  said recently that those crop rotating practices resulted in less erosion than the practices of many farmers who produced strictly row crops  Reuter 3
Pos-acq,2 CTC DEALER EXTENDS BID FOR CANADIAN TIRE     TORONTO  March 3 - CTC Dealer Holdings Ltd said it extended its previously announced offer for 49 pct of ltCanadian Tire Corp Ltd to midnight on March 26     CTC  a group of Canadian Tire dealers  which already owns 17 pct of Canadian Tire  is currently appealing in an Ontario court against a previously announced Ontario Securities Commission ruling blocking CTCs 272 mln dlr bid     The blocked bid did not include non-voting shareholders  who hold 96 pct of Canadian Tire equity  Reuter 3
